
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.62
2                       2.36
4                       2.33
8                       2.35
16                      2.33
32                      2.33
64                      2.34
128                     2.38
256                     3.07
512                     3.10
1024                    3.18
2048                    3.36
4096                    3.52
8192                    3.97
16384                   4.78
32768                   9.24
65536                  15.93
131072                 22.84
262144                 36.64
